utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,14.09 W,9.1,397.57,
0 %, 3 MiB, 24576 MiB,12.33 W,8.9,398.61,
0 %, 3 MiB, 24576 MiB,14.69 W,8.9,399.66,
0 %, 3 MiB, 24576 MiB,14.63 W,9.3,400.71,
0 %, 3 MiB, 24576 MiB,14.47 W,9.0,401.75,
0 %, 3 MiB, 24576 MiB,14.57 W,9.0,402.79,
0 %, 3 MiB, 24576 MiB,14.63 W,9.7,403.84,
0 %, 3 MiB, 24576 MiB,15.08 W,9.0,404.88,
0 %, 3 MiB, 24576 MiB,13.66 W,9.7,405.92,
0 %, 3 MiB, 24576 MiB,14.63 W,9.1,406.97,
0 %, 3 MiB, 24576 MiB,14.36 W,9.3,408.01,
0 %, 3 MiB, 24576 MiB,14.78 W,9.3,409.06,
0 %, 3 MiB, 24576 MiB,14.73 W,10.2,410.11,
0 %, 3 MiB, 24576 MiB,14.77 W,11.2,411.16,
0 %, 3 MiB, 24576 MiB,14.60 W,11.7,412.21,
0 %, 3 MiB, 24576 MiB,13.05 W,11.3,413.27,
0 %, 3 MiB, 24576 MiB,14.76 W,11.2,414.32,
0 %, 3 MiB, 24576 MiB,14.77 W,11.5,415.36,
0 %, 3 MiB, 24576 MiB,14.57 W,10.0,416.41,
0 %, 3 MiB, 24576 MiB,14.65 W,9.2,417.45,
0 %, 3 MiB, 24576 MiB,14.69 W,9.1,418.49,
0 %, 3 MiB, 24576 MiB,14.59 W,9.7,419.53,
0 %, 3 MiB, 24576 MiB,13.85 W,9.3,420.58,
0 %, 3 MiB, 24576 MiB,14.61 W,9.0,421.63,
0 %, 3 MiB, 24576 MiB,14.74 W,9.3,422.67,
0 %, 3 MiB, 24576 MiB,14.63 W,9.2,423.71,
0 %, 3 MiB, 24576 MiB,14.57 W,10.1,424.76,
